ID,Type,Case,Floor,N_i,Vy_i,Vz_i,T_i,My_i,Mz_i,N_j,Vy_j,Vz_j,T_j,My_j,Mz_j
B3093_V60/80,viga,C3,,-4.811846521710694e-13,0.0,53.99939425469811,391.4956083465615,-0.0,3.617795718175078e-12,4.811846521710694e-13,0.0,-53.99939425469811,-1.7053025658242404e-13,0.0,-1.292069899348246e-13
B3094_V60/80,viga,C1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3094_V60/80,viga,C2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3094_V60/80,viga,C3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3095_V60/80,viga,C1,,-48.3620824263996,39.701404225517926,11.13375784448962,42.92285810157362,-69.76129095845117,168.83820181176978,48.3620824263996,-39.701404225517926,-11.13375784448962,56.167586714384015,69.76129095845117,261.5843317831867
B3095_V60/80,viga,C2,,-48.3620824263996,39.701404225517926,11.13375784448962,42.92285810157362,-69.76129095845117,168.83820181176978,48.3620824263996,-39.701404225517926,-11.13375784448962,56.167586714384015,69.76129095845117,261.5843317831867
B3095_V60/80,viga,C3,,-48.3620824263996,39.701404225517926,11.13375784448962,42.92285810157362,-69.76129095845117,168.83820181176978,48.3620824263996,-39.701404225517926,-11.13375784448962,56.167586714384015,69.76129095845117,261.5843317831867
B3096_V60/80,viga,C1,,13.420258294653015,-21.33358611001905,20.25579972437929,83.58090186339741,82.1554376349242,-23.537666296153066,-13.420258294653015,21.33358611001905,-20.25579972437929,63.27364613835245,-82.1554376349242,-73.7592063400813
B3096_V60/80,viga,C2,,13.420258294653015,-21.33358611001905,20.25579972437929,83.58090186339741,82.1554376349242,-23.537666296153066,-13.420258294653015,21.33358611001905,-20.25579972437929,63.27364613835245,-82.1554376349242,-73.7592063400813
B3096_V60/80,viga,C3,,13.420258294653015,-21.33358611001905,20.25579972437929,83.58090186339741,82.1554376349242,-23.537666296153066,-13.420258294653015,21.33358611001905,-20.25579972437929,63.27364613835245,-82.1554376349242,-73.7592063400813
B3097_V60/80,viga,C1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3097_V60/80,viga,C2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3097_V60/80,viga,C3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3098_V60/80,viga,C1,,-31.19252862507378,-8.968051544375244,9.384502314250502,39.0013753710286,-47.38828050198797,131.93965167020627,31.19252862507378,8.968051544375244,-9.384502314250502,44.520695225800885,47.38828050198797,145.67385309295037
B3098_V60/80,viga,C2,,-31.19252862507378,-8.968051544375244,9.384502314250502,39.0013753710286,-47.38828050198797,131.93965167020627,31.19252862507378,8.968051544375244,-9.384502314250502,44.520695225800885,47.38828050198797,145.67385309295037
B3098_V60/80,viga,C3,,-31.19252862507378,-8.968051544375244,9.384502314250502,39.0013753710286,-47.38828050198797,131.93965167020627,31.19252862507378,8.968051544375244,-9.384502314250502,44.520695225800885,47.38828050198797,145.67385309295037
B3099_V60/80,viga,C1,,30.65231435566182,0.6627392647173823,-6.764768485142878,-28.74603751380308,17.469957499459426,-143.1498147608827,-30.65231435566182,-0.6627392647173823,6.764768485142878,-20.298534003482786,-17.469957499459426,-79.07946431766551
B3099_V60/80,viga,C2,,30.65231435566182,0.6627392647173823,-6.764768485142878,-28.74603751380308,17.469957499459426,-143.1498147608827,-30.65231435566182,-0.6627392647173823,6.764768485142878,-20.298534003482786,-17.469957499459426,-79.07946431766551
B3099_V60/80,viga,C3,,30.65231435566182,0.6627392647173823,-6.764768485142878,-28.74603751380308,17.469957499459426,-143.1498147608827,-30.65231435566182,-0.6627392647173823,6.764768485142878,-20.298534003482786,-17.469957499459426,-79.07946431766551
B3100_V60/80,viga,C1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3100_V60/80,viga,C2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3100_V60/80,viga,C3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3101_V30/80,viga,C1,,0.0,0.0,14.221557861328114,0.0,-106.6616839599609,0.0,0.0,0.0,-14.221557861328114,0.0,4.263256414560601e-14,0.0
B3101_V30/80,viga,C2,,0.0,0.0,14.221557861328114,0.0,-106.6616839599609,0.0,0.0,0.0,-14.221557861328114,0.0,4.263256414560601e-14,0.0
B3101_V30/80,viga,C3,,0.0,0.0,14.221557861328114,0.0,-106.6616839599609,0.0,0.0,0.0,-14.221557861328114,0.0,4.263256414560601e-14,0.0
B3102_V60/80,viga,C1,,-19.03639276955617,-58.10140847132546,-2.084524455609644,142.77517290725126,32.369745032099715,-106.24474997824412,19.03639276955617,58.10140847132546,2.084524455609644,-142.77517290725126,-16.735811615027387,-329.51581355669686
B3102_V60/80,viga,C2,,-19.03639276955617,-58.10140847132546,-2.084524455609644,142.77517290725126,32.369745032099715,-106.24474997824412,19.03639276955617,58.10140847132546,2.084524455609644,-142.77517290725126,-16.735811615027387,-329.51581355669686
B3102_V60/80,viga,C3,,-19.03639276955617,-58.10140847132546,-2.084524455609644,142.77517290725126,32.369745032099715,-106.24474997824412,19.03639276955617,58.10140847132546,2.084524455609644,-142.77517290725126,-16.735811615027387,-329.51581355669686
B3103_V60/80,viga,C1,,-168.53624345109964,5.7608133021463175,-26.550893467694443,6.837509846545168,61.83070559701199,57.55684268300382,168.53624345109964,-5.7608133021463175,26.550893467694443,-6.837509846545168,203.6782290799324,0.051290338459352824
B3103_V60/80,viga,C2,,-168.53624345109964,5.7608133021463175,-26.550893467694443,6.837509846545168,61.83070559701199,57.55684268300382,168.53624345109964,-5.7608133021463175,26.550893467694443,-6.837509846545168,203.6782290799324,0.051290338459352824
B3103_V60/80,viga,C3,,-168.53624345109964,5.7608133021463175,-26.550893467694443,6.837509846545168,61.83070559701199,57.55684268300382,168.53624345109964,-5.7608133021463175,26.550893467694443,-6.837509846545168,203.6782290799324,0.051290338459352824
B3104_V60/80,viga,C1,,0.0,-2.9539277152336094e-14,74.36804963219929,-1.3806568007405063e-16,-760.4133074892375,-3.0108479890196475e-13,0.0,2.9539277152336094e-14,-74.36804963219929,1.3806568007405063e-16,-3.410605131648481e-13,-9.543099806718526e-16
B3104_V60/80,viga,C2,,0.0,-2.9539277152336094e-14,74.36804963219929,-1.3806568007405063e-16,-760.4133074892375,-3.0108479890196475e-13,0.0,2.9539277152336094e-14,-74.36804963219929,1.3806568007405063e-16,-3.410605131648481e-13,-9.543099806718526e-16
B3104_V60/80,viga,C3,,0.0,-2.9539277152336094e-14,74.36804963219929,-1.3806568007405063e-16,-760.4133074892375,-3.0108479890196475e-13,0.0,2.9539277152336094e-14,-74.36804963219929,1.3806568007405063e-16,-3.410605131648481e-13,-9.543099806718526e-16
B3105_V30/80,viga,C1,,0.0,0.0,19.341318691406254,0.0,-145.0598901855469,0.0,0.0,0.0,-19.341318691406254,0.0,-1.4210854715202004e-14,0.0
B3105_V30/80,viga,C2,,0.0,0.0,19.341318691406254,0.0,-145.0598901855469,0.0,0.0,0.0,-19.341318691406254,0.0,-1.4210854715202004e-14,0.0
B3105_V30/80,viga,C3,,0.0,0.0,19.341318691406254,0.0,-145.0598901855469,0.0,0.0,0.0,-19.341318691406254,0.0,-1.4210854715202004e-14,0.0
C1001,columna,C1,,-201.74397310509903,16.86483680948669,1735.033986376386,-45.052395844318156,792.2917031424068,2.1492603123438814,201.74397310509903,-16.86483680948669,-1735.033986376386,42.52267032289515,-822.5532991081717,-2.1492603123438814
C1001,columna,C2,,-201.74397310509903,16.86483680948669,1735.033986376386,-45.052395844318156,792.2917031424068,2.1492603123438814,201.74397310509903,-16.86483680948669,-1735.033986376386,42.52267032289515,-822.5532991081717,-2.1492603123438814
C1001,columna,C3,,-201.74397310509903,16.86483680948669,1735.033986376386,-45.052395844318156,792.2917031424068,2.1492603123438814,201.74397310509903,-16.86483680948669,-1735.033986376386,42.52267032289515,-822.5532991081717,-2.1492603123438814
C1002,columna,C1,,51.13083101730403,7.786897117213982,880.8830985248137,-18.574741806196815,30.533378271307296,0.6391967855990599,-51.13083101730403,-7.786897117213982,-880.8830985248137,17.406707238614718,-22.86375361871169,-0.6391967855990599
C1002,columna,C2,,51.13083101730403,7.786897117213982,880.8830985248137,-18.574741806196815,30.533378271307296,0.6391967855990599,-51.13083101730403,-7.786897117213982,-880.8830985248137,17.406707238614718,-22.86375361871169,-0.6391967855990599
C1002,columna,C3,,51.13083101730403,7.786897117213982,880.8830985248137,-18.574741806196815,30.533378271307296,0.6391967855990599,-51.13083101730403,-7.786897117213982,-880.8830985248137,17.406707238614718,-22.86375361871169,-0.6391967855990599
C1003,columna,C1,,8.263617992376737,2.266750253360712,215.55667973537965,-16.344426705503803,37.99830682717943,0.5721179317873247,-8.263617992376737,-2.266750253360712,-215.55667973537965,16.004414167499696,-36.758764128322916,-0.5721179317873247
C1003,columna,C2,,8.263617992376737,2.266750253360712,215.55667973537965,-16.344426705503803,37.99830682717943,0.5721179317873247,-8.263617992376737,-2.266750253360712,-215.55667973537965,16.004414167499696,-36.758764128322916,-0.5721179317873247
C1003,columna,C3,,8.263617992376737,2.266750253360712,215.55667973537965,-16.344426705503803,37.99830682717943,0.5721179317873247,-8.263617992376737,-2.266750253360712,-215.55667973537965,16.004414167499696,-36.758764128322916,-0.5721179317873247
C1004,columna,C1,,16.911813567115367,-76.4855347968421,1790.5621034038884,-360.2166540653452,32.09341015535,-36.252708326643116,-16.911813567115367,76.4855347968421,-1790.5621034038884,371.6894842848715,-29.556638120282695,36.252708326643116
C1004,columna,C2,,16.911813567115367,-76.4855347968421,1790.5621034038884,-360.2166540653452,32.09341015535,-36.252708326643116,-16.911813567115367,76.4855347968421,-1790.5621034038884,371.6894842848715,-29.556638120282695,36.252708326643116
C1004,columna,C3,,16.911813567115367,-76.4855347968421,1790.5621034038884,-360.2166540653452,32.09341015535,-36.252708326643116,-16.911813567115367,76.4855347968421,-1790.5621034038884,371.6894842848715,-29.556638120282695,36.252708326643116
C1005,columna,C1,,-21.154416937901175,18.09143806254454,1470.5928409597893,-45.970719359921134,48.367090786178984,-2.0426452507187816,21.154416937901175,-18.09143806254454,-1470.5928409597893,43.25700365053945,-51.54025332686416,2.0426452507187816
C1005,columna,C2,,-21.154416937901175,18.09143806254454,1470.5928409597893,-45.970719359921134,48.367090786178984,-2.0426452507187816,21.154416937901175,-18.09143806254454,-1470.5928409597893,43.25700365053945,-51.54025332686416,2.0426452507187816
C1005,columna,C3,,-21.154416937901175,18.09143806254454,1470.5928409597893,-45.970719359921134,48.367090786178984,-2.0426452507187816,21.154416937901175,-18.09143806254454,-1470.5928409597893,43.25700365053945,-51.54025332686416,2.0426452507187816
C1006,columna,C1,,213.1792072860253,8.439512291913402,2164.243364344367,-18.018894478872312,-681.3242142126838,0.7780914598406943,-213.1792072860253,-8.439512291913402,-2164.243364344367,16.7529676350853,713.3010953055876,-0.7780914598406943
C1006,columna,C2,,213.1792072860253,8.439512291913402,2164.243364344367,-18.018894478872312,-681.3242142126838,0.7780914598406943,-213.1792072860253,-8.439512291913402,-2164.243364344367,16.7529676350853,713.3010953055876,-0.7780914598406943
C1006,columna,C3,,213.1792072860253,8.439512291913402,2164.243364344367,-18.018894478872312,-681.3242142126838,0.7780914598406943,-213.1792072860253,-8.439512291913402,-2164.243364344367,16.7529676350853,713.3010953055876,-0.7780914598406943
C1007,columna,C1,,-216.71916677046738,18.708765311686335,1414.6806655015614,-46.2222938669451,789.506738978359,-1.6944240732745448,216.71916677046738,-18.708765311686335,-1414.6806655015614,43.41597907019215,-822.0146139939291,1.6944240732745448
C1007,columna,C2,,-216.71916677046738,18.708765311686335,1414.6806655015614,-46.2222938669451,789.506738978359,-1.6944240732745448,216.71916677046738,-18.708765311686335,-1414.6806655015614,43.41597907019215,-822.0146139939291,1.6944240732745448
C1007,columna,C3,,-216.71916677046738,18.708765311686335,1414.6806655015614,-46.2222938669451,789.506738978359,-1.6944240732745448,216.71916677046738,-18.708765311686335,-1414.6806655015614,43.41597907019215,-822.0146139939291,1.6944240732745448
C1008,columna,C1,,150.1320869506617,4.327334950631361,1020.8691094921205,-15.026290610084159,-356.18855665402424,-5.018431531454716,-150.1320869506617,-4.327334950631361,-1020.8691094921205,14.377190367489455,378.7083696966235,5.018431531454716
C1008,columna,C2,,150.1320869506617,4.327334950631361,1020.8691094921205,-15.026290610084159,-356.18855665402424,-5.018431531454716,-150.1320869506617,-4.327334950631361,-1020.8691094921205,14.377190367489455,378.7083696966235,5.018431531454716
C1008,columna,C3,,150.1320869506617,4.327334950631361,1020.8691094921205,-15.026290610084159,-356.18855665402424,-5.018431531454716,-150.1320869506617,-4.327334950631361,-1020.8691094921205,14.377190367489455,378.7083696966235,5.018431531454716
C2001,columna,C1,,-180.7412722328068,16.85659249511278,1419.8987431177106,-48.690048451404024,-272.5102397301233,1.9636294206524627,180.7412722328068,-16.85659249511278,-1419.8987431177106,-18.062057829242576,-443.22519831179153,-1.9636294206524627
C2001,columna,C2,,-180.7412722328068,16.85659249511278,1419.8987431177106,-48.690048451404024,-272.5102397301233,1.9636294206524627,180.7412722328068,-16.85659249511278,-1419.8987431177106,-18.062057829242576,-443.22519831179153,-1.9636294206524627
C2001,columna,C3,,-180.7412722328068,16.85659249511278,1419.8987431177106,-48.690048451404024,-272.5102397301233,1.9636294206524627,180.7412722328068,-16.85659249511278,-1419.8987431177106,-18.062057829242576,-443.22519831179153,-1.9636294206524627
C2002,columna,C1,,30.06239205998909,7.789722994710276,696.7325750550626,-20.170034519772134,68.77673538641693,0.40675858053259745,-30.06239205998909,-7.789722994710276,-696.7325750550626,-10.677268539280558,50.27033717113986,-0.40675858053259745
C2002,columna,C2,,30.06239205998909,7.789722994710276,696.7325750550626,-20.170034519772134,68.77673538641693,0.40675858053259745,-30.06239205998909,-7.789722994710276,-696.7325750550626,-10.677268539280558,50.27033717113986,-0.40675858053259745
C2002,columna,C3,,30.06239205998909,7.789722994710276,696.7325750550626,-20.170034519772134,68.77673538641693,0.40675858053259745,-30.06239205998909,-7.789722994710276,-696.7325750550626,-10.677268539280558,50.27033717113986,-0.40675858053259745
C2003,columna,C1,,8.51722753795884,2.2575671790990532,159.4401091168612,-15.982219208969935,40.26812220878398,0.6182165408880553,-8.51722753795884,-2.2575671790990532,-159.4401091168612,7.042253179737685,-6.539901158466975,-0.6182165408880553
C2003,columna,C2,,8.51722753795884,2.2575671790990532,159.4401091168612,-15.982219208969935,40.26812220878398,0.6182165408880553,-8.51722753795884,-2.2575671790990532,-159.4401091168612,7.042253179737685,-6.539901158466975,-0.6182165408880553
C2003,columna,C3,,8.51722753795884,2.2575671790990532,159.4401091168612,-15.982219208969935,40.26812220878398,0.6182165408880553,-8.51722753795884,-2.2575671790990532,-159.4401091168612,7.042253179737685,-6.539901158466975,-0.6182165408880553
C2004,columna,C1,,16.25771439081812,-76.94124809407035,1421.5384145604048,30.582715834671177,35.0009005300763,-38.55253687133998,-16.25771439081812,76.94124809407035,-1421.5384145604048,274.10462661784743,29.379648457563434,38.55253687133998
C2004,columna,C2,,16.25771439081812,-76.94124809407035,1421.5384145604048,30.582715834671177,35.0009005300763,-38.55253687133998,-16.25771439081812,76.94124809407035,-1421.5384145604048,274.10462661784743,29.379648457563434,38.55253687133998
C2004,columna,C3,,16.25771439081812,-76.94124809407035,1421.5384145604048,30.582715834671177,35.0009005300763,-38.55253687133998,-16.25771439081812,76.94124809407035,-1421.5384145604048,274.10462661784743,29.379648457563434,38.55253687133998
C2005,columna,C1,,-0.7295573827170276,18.55776297906442,1150.0687539283144,-50.8703936022546,11.698938379424298,-3.2636878077569333,0.7295573827170276,-18.55776297906442,-1150.0687539283144,-22.618347794840496,-14.587985614983728,3.2636878077569333
C2005,columna,C2,,-0.7295573827170276,18.55776297906442,1150.0687539283144,-50.8703936022546,11.698938379424298,-3.2636878077569333,0.7295573827170276,-18.55776297906442,-1150.0687539283144,-22.618347794840496,-14.587985614983728,3.2636878077569333
C2005,columna,C3,,-0.7295573827170276,18.55776297906442,1150.0687539283144,-50.8703936022546,11.698938379424298,-3.2636878077569333,0.7295573827170276,-18.55776297906442,-1150.0687539283144,-22.618347794840496,-14.587985614983728,3.2636878077569333
C2006,columna,C1,,193.06321558878793,8.532575508845097,1712.2734016194738,-21.04661935973776,327.6379394155742,0.5808722483187946,-193.06321558878793,-8.532575508845097,-1712.2734016194738,-12.742379655288824,436.89239431602596,-0.5808722483187946
C2006,columna,C2,,193.06321558878793,8.532575508845097,1712.2734016194738,-21.04661935973776,327.6379394155742,0.5808722483187946,-193.06321558878793,-8.532575508845097,-1712.2734016194738,-12.742379655288824,436.89239431602596,-0.5808722483187946
C2006,columna,C3,,193.06321558878793,8.532575508845097,1712.2734016194738,-21.04661935973776,327.6379394155742,0.5808722483187946,-193.06321558878793,-8.532575508845097,-1712.2734016194738,-12.742379655288824,436.89239431602596,-0.5808722483187946
C2007,columna,C1,,-185.1668701947233,18.67422399551094,1130.636967308095,-51.15775306505616,-284.9969112956532,-1.4646444555793492,185.1668701947233,-18.67422399551094,-1130.636967308095,-22.792173957167154,-448.26389467545096,1.4646444555793492
C2007,columna,C2,,-185.1668701947233,18.67422399551094,1130.636967308095,-51.15775306505616,-284.9969112956532,-1.4646444555793492,185.1668701947233,-18.67422399551094,-1130.636967308095,-22.792173957167154,-448.26389467545096,1.4646444555793492
C2007,columna,C3,,-185.1668701947233,18.67422399551094,1130.636967308095,-51.15775306505616,-284.9969112956532,-1.4646444555793492,185.1668701947233,-18.67422399551094,-1130.636967308095,-22.792173957167154,-448.26389467545096,1.4646444555793492
C2008,columna,C1,,118.7371502327028,4.272802941723956,800.5000876850896,-15.455253951092502,209.9211694793483,-5.33504028570401,-118.7371502327028,-4.272802941723956,-800.5000876850896,-1.4650456981343645,260.27794544215476,5.33504028570401
C2008,columna,C2,,118.7371502327028,4.272802941723956,800.5000876850896,-15.455253951092502,209.9211694793483,-5.33504028570401,-118.7371502327028,-4.272802941723956,-800.5000876850896,-1.4650456981343645,260.27794544215476,5.33504028570401
C2008,columna,C3,,118.7371502327028,4.272802941723956,800.5000876850896,-15.455253951092502,209.9211694793483,-5.33504028570401,-118.7371502327028,-4.272802941723956,-800.5000876850896,-1.4650456981343645,260.27794544215476,5.33504028570401
C3001,columna,C1,,-231.3464740444264,18.489924976478665,1067.1713697697955,-40.65429233100301,-454.01836700843376,8.452944407364233,231.3464740444264,-18.489924976478665,-1067.1713697697955,-32.56581057585251,-462.1136702074947,-8.452944407364233
C3001,columna,C2,,-231.3464740444264,18.489924976478665,1067.1713697697955,-40.65429233100301,-454.01836700843376,8.452944407364233,231.3464740444264,-18.489924976478665,-1067.1713697697955,-32.56581057585251,-462.1136702074947,-8.452944407364233
C3001,columna,C3,,-231.3464740444264,18.489924976478665,1067.1713697697955,-40.65429233100301,-454.01836700843376,8.452944407364233,231.3464740444264,-18.489924976478665,-1067.1713697697955,-32.56581057585251,-462.1136702074947,-8.452944407364233
C3002,columna,C1,,69.18454883394095,9.231549964432965,524.3089195686816,-17.86836488211629,150.74657526814127,4.639305896256711,-69.18454883394095,-9.231549964432965,-524.3089195686816,-18.68857297703825,123.22423811426492,-4.639305896256711
C3002,columna,C2,,69.18454883394095,9.231549964432965,524.3089195686816,-17.86836488211629,150.74657526814127,4.639305896256711,-69.18454883394095,-9.231549964432965,-524.3089195686816,-18.68857297703825,123.22423811426492,-4.639305896256711
C3002,columna,C3,,69.18454883394095,9.231549964432965,524.3089195686816,-17.86836488211629,150.74657526814127,4.639305896256711,-69.18454883394095,-9.231549964432965,-524.3089195686816,-18.68857297703825,123.22423811426492,-4.639305896256711
C3003,columna,C1,,22.385705245383274,2.2357889555706807,111.57147055178854,-9.202749311677973,59.22881819141226,0.7994354198024052,-22.385705245383274,-2.2357889555706807,-111.57147055178854,0.3490250476180785,29.418574580305496,-0.7994354198024052
C3003,columna,C2,,22.385705245383274,2.2357889555706807,111.57147055178854,-9.202749311677973,59.22881819141226,0.7994354198024052,-22.385705245383274,-2.2357889555706807,-111.57147055178854,0.3490250476180785,29.418574580305496,-0.7994354198024052
C3003,columna,C3,,22.385705245383274,2.2357889555706807,111.57147055178854,-9.202749311677973,59.22881819141226,0.7994354198024052,-22.385705245383274,-2.2357889555706807,-111.57147055178854,0.3490250476180785,29.418574580305496,-0.7994354198024052
C3004,columna,C1,,1.2985077660669448,-81.58432205850673,1045.4899520592246,80.82792805933241,-4.572920172553234,-72.6467536393379,-1.2985077660669448,81.58432205850673,-1045.4899520592246,242.24598729235427,9.715010926178335,72.6467536393379
C3004,columna,C2,,1.2985077660669448,-81.58432205850673,1045.4899520592246,80.82792805933241,-4.572920172553234,-72.6467536393379,-1.2985077660669448,81.58432205850673,-1045.4899520592246,242.24598729235427,9.715010926178335,72.6467536393379
C3004,columna,C3,,1.2985077660669448,-81.58432205850673,1045.4899520592246,80.82792805933241,-4.572920172553234,-72.6467536393379,-1.2985077660669448,81.58432205850673,-1045.4899520592246,242.24598729235427,9.715010926178335,72.6467536393379
C3005,columna,C1,,-32.48005715702582,19.998606721777655,841.8872286021023,-45.17284465988351,-71.59604854315359,-14.917970680796692,32.48005715702582,-19.998606721777655,-841.8872286021023,-34.021637958355996,-57.02497779866866,14.917970680796692
C3005,columna,C2,,-32.48005715702582,19.998606721777655,841.8872286021023,-45.17284465988351,-71.59604854315359,-14.917970680796692,32.48005715702582,-19.998606721777655,-841.8872286021023,-34.021637958355996,-57.02497779866866,14.917970680796692
C3005,columna,C3,,-32.48005715702582,19.998606721777655,841.8872286021023,-45.17284465988351,-71.59604854315359,-14.917970680796692,32.48005715702582,-19.998606721777655,-841.8872286021023,-34.021637958355996,-57.02497779866866,14.917970680796692
C3006,columna,C1,,239.27039477943603,9.204741432373655,1255.572641037795,-18.886665133585808,476.5577525560981,1.2316928815499357,-239.27039477943603,-9.204741432373655,-1255.572641037795,-17.56411093861386,470.9530107704685,-1.2316928815499357
C3006,columna,C2,,239.27039477943603,9.204741432373655,1255.572641037795,-18.886665133585808,476.5577525560981,1.2316928815499357,-239.27039477943603,-9.204741432373655,-1255.572641037795,-17.56411093861386,470.9530107704685,-1.2316928815499357
C3006,columna,C3,,239.27039477943603,9.204741432373655,1255.572641037795,-18.886665133585808,476.5577525560981,1.2316928815499357,-239.27039477943603,-9.204741432373655,-1255.572641037795,-17.56411093861386,470.9530107704685,-1.2316928815499357
C3007,columna,C1,,-246.6482167521968,22.5526915372942,846.7737710180003,-48.39310916450614,-489.41712050974354,-5.412664091776302,246.6482167521968,-22.5526915372942,-846.7737710180003,-40.915549323178894,-487.3098178289557,5.412664091776302
C3007,columna,C2,,-246.6482167521968,22.5526915372942,846.7737710180003,-48.39310916450614,-489.41712050974354,-5.412664091776302,246.6482167521968,-22.5526915372942,-846.7737710180003,-40.915549323178894,-487.3098178289557,5.412664091776302
C3007,columna,C3,,-246.6482167521968,22.5526915372942,846.7737710180003,-48.39310916450614,-489.41712050974354,-5.412664091776302,246.6482167521968,-22.5526915372942,-846.7737710180003,-40.915549323178894,-487.3098178289557,5.412664091776302
C3008,columna,C1,,178.3355913288041,-0.12898152942609312,596.9809038363264,-1.0668999500532457,369.34607073386076,-13.578512562211117,-178.3355913288041,0.12898152942609312,-596.9809038363264,1.5776668065805743,336.8628709282034,13.578512562211117
C3008,columna,C2,,178.3355913288041,-0.12898152942609312,596.9809038363264,-1.0668999500532457,369.34607073386076,-13.578512562211117,-178.3355913288041,0.12898152942609312,-596.9809038363264,1.5776668065805743,336.8628709282034,13.578512562211117
C3008,columna,C3,,178.3355913288041,-0.12898152942609312,596.9809038363264,-1.0668999500532457,369.34607073386076,-13.578512562211117,-178.3355913288041,0.12898152942609312,-596.9809038363264,1.5776668065805743,336.8628709282034,13.578512562211117
C4001,columna,C1,,-210.50251760590086,19.95574499260429,707.4707842705409,-39.74134787011964,-415.22501654667013,13.989125493425014,210.50251760590086,-19.95574499260429,-707.4707842705409,-39.28340230059334,-418.364953172697,-13.989125493425014
C4001,columna,C2,,-210.50251760590086,19.95574499260429,707.4707842705409,-39.74134787011964,-415.22501654667013,13.989125493425014,210.50251760590086,-19.95574499260429,-707.4707842705409,-39.28340230059334,-418.364953172697,-13.989125493425014
C4001,columna,C3,,-210.50251760590086,19.95574499260429,707.4707842705409,-39.74134787011964,-415.22501654667013,13.989125493425014,210.50251760590086,-19.95574499260429,-707.4707842705409,-39.28340230059334,-418.364953172697,-13.989125493425014
C4002,columna,C1,,64.34193379906239,9.709041746313977,345.9029831439343,-17.99375413619706,144.25347143846312,7.935799753325159,-64.34193379906239,-9.709041746313977,-345.9029831439343,-20.454051179206274,110.54058640582389,-7.935799753325159
C4002,columna,C2,,64.34193379906239,9.709041746313977,345.9029831439343,-17.99375413619706,144.25347143846312,7.935799753325159,-64.34193379906239,-9.709041746313977,-345.9029831439343,-20.454051179206274,110.54058640582389,-7.935799753325159
C4002,columna,C3,,64.34193379906239,9.709041746313977,345.9029831439343,-17.99375413619706,144.25347143846312,7.935799753325159,-64.34193379906239,-9.709041746313977,-345.9029831439343,-20.454051179206274,110.54058640582389,-7.935799753325159
C4003,columna,C1,,24.617322457217124,2.0310133286365586,71.07958823437022,-4.1825425273750625,61.550860123513615,0.6318847971210576,-24.617322457217124,-2.0310133286365586,-71.07958823437022,-3.860270254025707,35.93373680706617,-0.6318847971210576
C4003,columna,C2,,24.617322457217124,2.0310133286365586,71.07958823437022,-4.1825425273750625,61.550860123513615,0.6318847971210576,-24.617322457217124,-2.0310133286365586,-71.07958823437022,-3.860270254025707,35.93373680706617,-0.6318847971210576
C4003,columna,C3,,24.617322457217124,2.0310133286365586,71.07958823437022,-4.1825425273750625,61.550860123513615,0.6318847971210576,-24.617322457217124,-2.0310133286365586,-71.07958823437022,-3.860270254025707,35.93373680706617,-0.6318847971210576
C4004,columna,C1,,-5.619745836102764,-78.41175952371825,678.4380419597537,79.6416285523874,-18.54971544794649,-103.75677397381776,5.619745836102764,78.41175952371825,-678.4380419597537,230.86893916153673,-3.70447806302045,103.75677397381776
C4004,columna,C2,,-5.619745836102764,-78.41175952371825,678.4380419597537,79.6416285523874,-18.54971544794649,-103.75677397381776,5.619745836102764,78.41175952371825,-678.4380419597537,230.86893916153673,-3.70447806302045,103.75677397381776
C4004,columna,C3,,-5.619745836102764,-78.41175952371825,678.4380419597537,79.6416285523874,-18.54971544794649,-103.75677397381776,5.619745836102764,78.41175952371825,-678.4380419597537,230.86893916153673,-3.70447806302045,103.75677397381776
C4005,columna,C1,,-33.419562519398966,18.210494279257745,522.5247103161694,-37.04363454667175,-76.81804028367857,-25.588996911454263,33.419562519398966,-18.210494279257745,-522.5247103161694,-35.069922799188895,-55.523427293141296,25.588996911454263
C4005,columna,C2,,-33.419562519398966,18.210494279257745,522.5247103161694,-37.04363454667175,-76.81804028367857,-25.588996911454263,33.419562519398966,-18.210494279257745,-522.5247103161694,-35.069922799188895,-55.523427293141296,25.588996911454263
C4005,columna,C3,,-33.419562519398966,18.210494279257745,522.5247103161694,-37.04363454667175,-76.81804028367857,-25.588996911454263,33.419562519398966,-18.210494279257745,-522.5247103161694,-35.069922799188895,-55.523427293141296,25.588996911454263
C4006,columna,C1,,222.8985327301127,6.992991371811433,804.3511469535123,-13.085894201047928,435.7528612951329,1.894375689975651,-222.8985327301127,-6.992991371811433,-804.3511469535123,-14.60635163132534,446.9253283161131,-1.894375689975651
